Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra/4-5db2a77b.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845392/korasutra/products/images/mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra-csv-7-aacb535149.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra,Yellow Linen Handloom Jamdani Saree Lotus Motif Needlework With Zari Pallu | Korasutra,"<p>Brighten your wardrobe with this <strong data-start=""104"" data-end=""126"">yellow linen saree</strong>, exquisitely handcrafted with delicate <strong data-start=""166"" data-end=""192"">lotus motif needlework</strong>. Woven in breathable, lightweight linen, this saree offers a graceful drape and all-day comfort. The subtle hand-embroidered floral accents add a touch of artisanal charm, making it perfect for daytime festivities, cultural gatherings, office wear, and summer celebrations. A timeless <strong data-start=""478"" data-end=""502"">handloom linen saree</strong> that blends natural texture, minimal elegance, and traditional craftsmanship.</p>
<p>Length 6.5m with blouse piece </p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSLNYW29,0.0,shopify,1,deny,manual,6750.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788872/korasutra/products/images/yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra-0-19304c5f.png,1,,false,,,,,,,,,,,,,,,adults,,yellow,linen,one-size,female,,kg,,,active
yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra/0-19304c5f.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra/1-b8173752.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra/2-381d4a1f.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-linen-handloom-jamdani-needlework-lotus-motif-korasutra/3-29955e04.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra,Maroon Pure Silk Kantha Stitch Saree with Warli Threadwork | Korasutra,"<p>Elevate your ethnic wardrobe with this <strong data-start=""101"" data-end=""141"">maroon pure silk Kantha stitch saree</strong>, beautifully handcrafted with intricate handloom embroidery. Featuring traditional Kantha motifs and fine threadwork, this saree blends timeless artistry with luxurious silk drape. Perfect for festive occasions, cultural events, and elegant evenings, it offers a rich texture, graceful fall, and heirloom-worthy charm. A must-have <strong data-start=""473"" data-end=""496"">handloom silk saree</strong> for lovers of authentic Indian craftsmanship.</p>
<p><span>Length is 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSKAMN15,0.0,shopify,1,deny,manual,13950.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788873/korasutra/products/images/maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra-0-4c5530af.jpg,1,,false,,,,,adult,,,,,,,,,,adults,,maroon,silk,one-size,female,,kg,,,active
maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra/0-4c5530af.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra/1-a09ef45c.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra/2-919290ff.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra/3-3b1508de.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha-stitch-saree-with-orli-threadwork-korasutra/4-7aad2e68.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,Blue Blended Silk Kantha Stitch Saree with Floral Threadwork|Korasutra,"<p><span>Add a touch of serene elegance to your wardrobe with this Blue Blended Silk Kantha Stitch Saree with Floral Threadwork from Korasutra. Crafted from premium blended silk, this saree showcases exquisite hand-embroidered Kantha stitching that reflects timeless artisanal craftsmanship. The calming blue base is beautifully adorned with delicate floral threadwork, creating a harmonious blend of tradition and contemporary charm.</span></p>
<p><span>Lenght 6.5 m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,6600.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789027/korasutra/products/images/blue-handloom-kantha-stitch-saree-with-floral-threadwork-korasutra-0-3c18ee83.png,1,,false,,,,,,,,,,,,,,,,,blue,blended-silk,one-size,,,kg,,,active
blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/0-3c18ee83.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/1-31a74a0b.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/2-1136c478.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/3-eaa56db7.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/4-2ea6e50b.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,Black Blended Silk Kantha Stitch Saree With Flower Motif | Korasutra,"<p><span>Step into effortless elegance with this Black Blended Silk Kantha Stitch Saree with Flower Motif from Korasutra. Crafted from premium blended silk, this saree is adorned with intricate hand-embroidered Kantha stitching that reflects timeless Indian craftsmanship. The deep black base creates a striking contrast with delicate floral motifs, adding a touch of femininity and artistic charm.</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSKABK16,0.0,shopify,0,deny,manual,6600.00,,true,true,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/0-8a5668de.png,1,,false,,,,,,,,,,,,,,,,,black; red,blended-silk,one-size,,,kg,,,active
black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/1-d70610af.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/2-756a6cc0.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/3-1f7dc8d9.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra/4-bf67797b.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845395/korasutra/products/images/black-handloom-kantha-stitch-saree-with-floral-threadwork-korasutra-csv-6-a0a0ca5aaf.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-handloom-kantha-stitch-saree-with-floral-threadwork_korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845395/korasutra/products/images/black-handloom-kantha-stitch-saree-with-floral-threadwork-korasutra-csv-7-6a002d262d.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name-2,Grey Tussar Saree with Flower Motifs | Korasutra,,Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,13250.00,,true,true,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name-2/0-0b08bc77.png,1,,false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
change-name-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name-2/1-b0b93c2d.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name-2/2-231c3b03.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name-2/3-edd3b0a8.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name-2/4-e55429f7.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name,Sea Green Tissue Muslin Saree with Sequin Work | Korasutra,"<p><span>Discover Sea Green Tissue Muslin Saree with shimmering sequin work. Handcrafted elegance by Korasutra for weddings, celebrations and evening occasions.</span></p>
<p><span>Length is 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,12599.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789043/korasutra/products/images/change-name-0-b1cf83d4.png,1,,false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
change-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name/0-d334023c.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name/1-508ca730.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name/2-fe946e6b.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name/3-8110e9e8.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/change-name/4-a2ff557f.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
change-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845394/korasutra/products/images/change-name-csv-7-69614e4d88.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-tussar-silk-baluchari-saree-with-woven-motifs,Blue Tussar Silk Baluchari Saree with Handwoven Motifs | Korasutra,"<p><span>Elevate your ethnic style with Korasutra’s Blue Tussar Silk Baluchari Saree, adorned with traditional handwoven motifs and regal Baluchari artistry.</span></p>
<p><span>length 6.25m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,14250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789047/korasutra/products/images/blue-tussar-silk-baluchari-saree-with-woven-motifs-0-93f64de9.jpg,1,,false,,,,,,,,,,,,,,,,,blue,tussar,one-size,,,kg,,,active
blue-tussar-silk-baluchari-saree-with-woven-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-tussar-silk-baluchari-saree-with-woven-motifs/0-93f64de9.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-tussar-silk-baluchari-saree-with-woven-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-tussar-silk-baluchari-saree-with-woven-motifs/1-e4891283.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-tussar-silk-baluchari-saree-with-woven-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-tussar-silk-baluchari-saree-with-woven-motifs/2-03918981.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-tussar-silk-baluchari-saree-with-woven-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-tussar-silk-baluchari-saree-with-woven-motifs/3-100211c9.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-pure-silk-block-print-with-scripture-print,Red Pure Silk Block Print Saree With Scripture Print | Korasutra,"<p><span>Shop Red Pure Silk Block Print Saree with elegant scripture print. Handcrafted luxury silk saree by Korasutra, ideal for festive, wedding &amp; cultural occasions.</span></p>
<p><span>Length is 6.5m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,,,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,7250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789052/korasutra/products/images/red-pure-silk-block-print-with-scripture-print-0-effc74b4.jpg,1,,false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
red-pure-silk-block-print-with-scripture-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-pure-silk-block-print-with-scripture-print/0-effc74b4.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-pure-silk-block-print-with-scripture-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-pure-silk-block-print-with-scripture-print/1-e6a57338.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-pure-silk-block-print-with-scripture-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-pure-silk-block-print-with-scripture-print/2-b5c5d906.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-pure-silk-block-print-with-scripture-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-pure-silk-block-print-with-scripture-print/3-38abedca.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-tussar-saree-with-flower-motifs,Blue Handloom Tussar Saree with Flower Motifs | Korasutra,"<p> </p>
<p><span>Buy Blue Handloom Tussar Saree with flower motifs online at Korasutra. Authentic handwoven silk saree for festive, formal and cultural events.</span></p>
<p><span>Length is 6.25m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,13250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789056/korasutra/products/images/blue-handloom-tussar-saree-with-flower-motifs-0-b70cbec0.jpg,1,,false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
blue-handloom-tussar-saree-with-flower-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-tussar-saree-with-flower-motifs/0-b70cbec0.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-tussar-saree-with-flower-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-tussar-saree-with-flower-motifs/1-db74dbf5.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-tussar-saree-with-flower-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-tussar-saree-with-flower-motifs/2-1ee17a1d.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-tussar-saree-with-flower-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-tussar-saree-with-flower-motifs/3-166cd0e9.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-handloom-tussar-saree-with-flower-motifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-handloom-tussar-saree-with-flower-motifs/4-01136a3a.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
rust-tissue-linen-sequins,Rust Tissue Muslin Silk Saree with Seashell Border | Korasutra,"<p><span>Shop the Rust Tissue Muslin Silk Saree with Seashell Border from Korasutra. Lightweight, elegant, and breathable, this handcrafted saree features a subtle sheen and delicate seashell detailing—perfect for festive occasions, weddings, and graceful everyday wear.</span></p>
<p><span>Length 6.25m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,"Muslin, Tissue, Tissue Muslin",true,Title,Default Title,,,,,,,,KSMNRT31,0.0,shopify,0,deny,manual,9775.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788876/korasutra/products/images/rust-tissue-linen-sequins-0-d895b3c4.png,1,,false,,,,,,,,,,,,,,,,dry-clean-only,rust,tissue-muslin,one-size,,,kg,,,active
rust-tissue-linen-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/rust-tissue-linen-sequins/0-d895b3c4.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
rust-tissue-linen-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/rust-tissue-linen-sequins/1-a6aff64b.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
rust-tissue-linen-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/rust-tissue-linen-sequins/2-455b4d55.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
rust-tissue-linen-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/rust-tissue-linen-sequins/3-25e82072.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
rust-tissue-linen-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/rust-tissue-linen-sequins/4-984625dc.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
off-white-muslin-jamdani-needlework,Pure Fine Muslin Silk Jamdani Saree Pink Needlework Detailing | Korasutra,"<p><span>Discover a fine muslin Jamdani saree featuring delicate hand needlework in pastel tones and a striking pink border. Light, sheer, and elegant.</span></p>
<p><span>Length 5.5 m , no blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,"bengal jamdani, day wear saree, elegant saree, festive saree, fine muslin saree, hand needlework saree, handcrafted saree, jamdani saree, lightweight saree, luxury saree, Muslin, muslin jamdani saree, premium handloom saree, sheer muslin saree, summer saree, traditional jamdani saree",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,8999.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788876/korasutra/products/images/off-white-muslin-jamdani-needlework-0-5fa8f398.png,1,,false,,,,,,,,,,,,,,,,,beige,muslin,,female,,kg,,,active
off-white-muslin-jamdani-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/off-white-muslin-jamdani-needlework/0-5fa8f398.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
off-white-muslin-jamdani-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/off-white-muslin-jamdani-needlework/1-f94dd9d7.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
off-white-muslin-jamdani-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/off-white-muslin-jamdani-needlework/2-7484623e.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
off-white-muslin-jamdani-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/off-white-muslin-jamdani-needlework/3-2df8b99c.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
off-white-muslin-jamdani-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/off-white-muslin-jamdani-needlework/4-021d7ae2.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
off-white-muslin-jamdani-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845398/korasutra/products/images/off-white-muslin-jamdani-needlework-csv-7-88beade3f8.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
